epoch,train_loss,valid_loss,accuracy,time,model_name,transform_name,learning_rate,saved_at
0,1.9908884763717647,1.757518291473389,0.2591145932674408,01:20,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
1,1.94001567363739,1.6980180740356443,0.26171875,01:21,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
2,1.7292628288269043,1.708439826965332,0.2643229067325592,01:23,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
3,1.6710991859436035,1.6210728883743286,0.2838541567325592,01:23,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
4,1.6375588178634644,1.597138285636902,0.2942708432674408,01:22,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
5,1.5875766277313232,1.5850766897201538,0.2884114682674408,01:16,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
6,1.5750470161437988,1.5671049356460571,0.3001302182674408,01:17,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
7,1.534294366836548,1.5571393966674805,0.30078125,01:30,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
8,1.5235966444015503,1.550517439842224,0.30078125,01:43,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
9,1.5580462217330933,1.5625911951065063,0.2981770932674408,01:18,efficientnet_b0,none_basic,0.001,2024-10-15 04:04:25
